category,a,b,c,d,e,f,g,h,i
device4,7.14608e+08,4.13368e+15,4.77591e+21,2.66468e+18,-2.28855e+38,-1.24612e+26,-1.94906e+38,0.0294522,0.190096
device4,1.26591e+09,3.04066e+14,8.76826e+21,1.35751e+19,-4.669e+39,-2.31022e+26,3.68152e+38,0.0214205,0.27311
device4,2.98212e+08,2.4503e+14,1.06567e+21,1.86729e+17,7.60503e+35,2.8535e+24,2.5219e+36,0.0559673,0.108732
device4,1.09694e+09,1.50657e+16,1.2468e+22,2.35526e+20,3.89171e+41,2.80452e+28,1.06975e+41,0.0270325,0.239305
device4,1.27132e+09,7.81605e+14,1.77606e+22,4.26012e+19,1.96046e+39,1.03897e+27,3.70043e+40,0.0482804,0.242273
device4,1.27347e+09,3.74876e+14,9.00784e+21,2.17858e+18,-5.33038e+36,-2.99195e+25,-3.05143e+38,0.0178914,0.273835
device4,8.64551e+08,2.33559e+14,6.16407e+21,1.10932e+18,-2.93099e+37,4.69207e+24,8.69226e+37,0.0217528,0.216039
device4,1.03033e+09,3.70587e+15,1.0429e+22,3.18535e+20,3.23683e+41,1.38489e+28,4.81971e+41,0.0239738,0.230711
device4,1.28019e+09,1.91559e+15,8.79539e+21,2.98893e+19,-7.62522e+39,-1.20779e+27,-1.32933e+40,0.0181523,0.273983
device4,8.71996e+08,1.82031e+15,5.88464e+21,3.24906e+19,-1.12385e+40,-5.95452e+26,-8.69077e+39,0.0228034,0.216404
device4,9.93357e+08,3.25901e+15,1.26867e+22,7.76113e+18,6.39296e+38,4.23252e+26,-2.34994e+39,0.0419926,0.207704
device4,7.94203e+08,4.13525e+14,7.47077e+21,1.38445e+20,1.40182e+41,1.30773e+27,1.31536e+40,0.0284199,0.195752
device4,1.32252e+09,1.31185e+16,2.3311e+22,2.08433e+18,3.84694e+38,-5.78543e+25,2.5119e+38,0.0418416,0.240268
device4,1.06725e+09,1.3838e+16,1.44085e+22,2.07388e+20,3.57741e+41,2.43939e+28,2.32656e+40,0.0255815,0.228939
device4,9.17953e+08,7.22043e+15,8.84317e+21,5.82222e+18,6.52314e+38,3.31445e+26,-1.14883e+39,0.024723,0.214724
device5,2.16139e+09,7.50473e+15,4.14546e+20,5.93695e+19,8.72937e+39,-4.67503e+27,3.24756e+39,0.0286895,0.300194
device5,7.33173e+08,4.9116e+14,3.59003e+18,1.02305e+18,1.61888e+36,-2.23688e+25,1.10602e+36,0.0549998,0.16626
device5,6.97361e+08,1.84077e+15,1.58286e+18,1.07383e+18,-3.16439e+35,3.7357e+25,-1.36375e+36,0.0716591,0.16881
device5,6.09078e+08,1.50317e+14,1.38745e+18,2.17444e+18,2.69558e+36,-1.66925e+25,-2.64547e+36,0.0675234,0.127166
device5,8.13134e+08,4.24372e+14,1.64133e+19,1.05319e+19,1.21196e+38,3.01989e+25,-6.69776e+37,0.041407,0.188768
device5,7.27905e+08,5.35204e+14,2.63748e+17,1.26574e+18,-2.04106e+35,1.52322e+25,-7.02266e+35,0.0423816,0.16587
device5,1.14407e+09,3.7449e+14,4.27849e+16,5.41048e+17,-3.26999e+34,-1.045e+25,7.55453e+34,0.0286261,0.229135
device5,8.08523e+08,4.46133e+14,1.77967e+19,1.22808e+19,1.56314e+38,-1.44962e+26,9.23494e+37,0.0334155,0.188191
device5,6.09875e+08,9.64034e+13,2.02638e+18,3.3672e+18,-1.0212e+36,-2.33353e+25,-8.73609e+36,0.0547969,0.127936
device5,7.15992e+08,1.16187e+15,2.32973e+19,2.67332e+18,1.15696e+37,5.32494e+24,1.76421e+37,0.0592415,0.172365
device5,7.30641e+08,5.6321e+14,6.7682e+18,4.68305e+18,-1.7357e+36,7.26491e+25,2.63079e+37,0.0462889,0.166283
device5,1.14605e+09,3.75078e+14,2.30982e+19,1.42824e+19,1.79383e+38,-1.23758e+26,1.87396e+38,0.0279191,0.229396
device5,5.47773e+08,2.1184e+14,5.74486e+18,1.61624e+18,4.58086e+36,-1.115e+25,1.80849e+36,0.0372528,0.150463
device5,1.72642e+09,3.06174e+13,7.17814e+19,6.73508e+19,4.65051e+39,-3.15982e+26,-5.50302e+38,0.0391711,0.225216
device5,2.17897e+09,1.3142e+16,5.35254e+20,2.22067e+19,-2.16384e+39,-1.0519e+27,-1.086e+39,0.0383596,0.316107
device6,6.01265e+08,3.45153e+15,2.70669e+19,1.64851e+18,-1.07529e+37,-2.31935e+25,2.37372e+36,0.0490319,0.185773
device6,1.4696e+09,1.41542e+16,5.98617e+19,1.41636e+19,3.26544e+38,1.65453e+27,2.51905e+38,0.0485801,0.293061
device6,1.55479e+09,4.15845e+15,1.04286e+19,3.69108e+19,-6.07873e+38,-1.96514e+27,3.93595e+38,0.0390655,0.290015
device6,1.21315e+09,8.34348e+14,6.6761e+18,8.66913e+18,6.73944e+36,2.46553e+26,6.56063e+37,0.0590922,0.263237
device6,8.57084e+08,9.78454e+13,2.20862e+18,2.94658e+19,-2.35986e+38,1.91446e+26,2.8531e+37,0.14052,0.132603
device6,1.48564e+09,1.2615e+16,5.46358e+19,1.53759e+19,2.92325e+38,1.71159e+27,3.36384e+38,0.0354248,0.294708
device6,1.65087e+09,8.82171e+14,1.65399e+17,4.62481e+18,3.37856e+36,1.37355e+26,2.22407e+36,0.0150816,0.325493
device6,8.57268e+08,3.30403e+13,8.64139e+18,2.56258e+19,-3.4856e+38,-1.0185e+26,1.54669e+38,0.121883,0.132623
device6,1.23278e+09,1.17539e+15,3.83129e+18,6.14867e+18,-2.85326e+37,1.67164e+26,8.74666e+36,0.0519484,0.265435
device6,1.56512e+09,4.44415e+15,1.41446e+19,1.94268e+19,-2.52643e+38,-1.15046e+27,1.99686e+38,0.0331048,0.291508
device6,1.4903e+09,9.36409e+15,5.16437e+19,2.88269e+19,1.52401e+38,2.55064e+27,1.10177e+39,0.0406079,0.295669
device6,1.65449e+09,9.05175e+14,8.96504e+16,8.01064e+18,2.27165e+36,-2.40777e+26,6.39718e+36,0.0153622,0.325842
device6,3.63085e+08,7.23868e+13,3.16412e+18,9.15716e+18,-4.77745e+36,6.99374e+25,4.90589e+37,0.141502,0.0897247
device6,4.55983e+08,3.83646e+14,2.78523e+17,2.98759e+17,-3.84653e+34,5.84425e+24,-7.71208e+34,0.0677896,0.155765
device6,5.88569e+08,6.04868e+14,1.17999e+18,3.07184e+18,-4.24614e+36,-7.55486e+25,4.02168e+36,0.0448585,0.179201
device7,2.0084e+09,6.96442e+13,5.44217e+18,8.1686e+18,5.38084e+37,-1.66395e+25,-8.42356e+36,0.0525472,0.38437
device7,2.01966e+09,2.50159e+13,5.09593e+15,8.48206e+18,-1.29813e+36,-1.01077e+24,-1.19357e+36,0.0435464,0.38581
device7,2.03431e+09,1.10617e+13,8.28617e+15,8.67717e+18,-1.6159e+36,-1.01444e+23,-1.67406e+36,0.0403644,0.386717
device7,2.44848e+09,1.42158e+12,8.62694e+15,1.2779e+19,-2.42731e+36,1.98092e+24,3.4801e+36,0.0310078,0.440669
device7,2.45479e+09,3.18723e+13,9.3019e+16,1.30502e+19,6.23016e+36,2.93505e+23,-1.29586e+37,0.033644,0.44006
device7,1.50184e+09,1.52931e+12,4.04468e+16,5.22367e+18,-4.63634e+35,6.12991e+24,2.35588e+36,0.0587539,0.304005
device7,1.49134e+09,3.79077e+13,2.05449e+17,5.64468e+18,5.89777e+36,-1.35859e+25,-1.47208e+36,0.0629806,0.300324
device7,2.02348e+09,1.08505e+12,5.82358e+15,1.12104e+19,8.6895e+35,1.15479e+25,2.72935e+36,0.0439541,0.387721
device7,2.03478e+09,1.80118e+13,1.91295e+15,1.02101e+19,-1.38171e+36,8.95223e+24,-3.56325e+35,0.0470789,0.38761
device7,2.04888e+09,6.95632e+12,4.05356e+15,1.07181e+19,-1.69823e+36,1.46857e+25,1.45158e+36,0.0433188,0.388368
device7,2.46246e+09,1.22035e+12,4.9664e+16,1.66603e+19,-8.45386e+36,1.79593e+25,1.25775e+37,0.0331988,0.442155
device7,2.46889e+09,2.45331e+13,1.30955e+17,1.6244e+19,1.15116e+37,1.905e+25,-2.07072e+37,0.0362244,0.441592
device7,1.27811e+09,1.05764e+13,8.91076e+15,3.82318e+18,-3.92579e+35,-6.137e+24,-5.86376e+35,0.0759249,0.257647
device7,1.20995e+09,2.33784e+13,3.65744e+15,3.66495e+18,1.09997e+35,-9.94492e+24,-4.09812e+35,0.0805108,0.252818
device7,2.01539e+09,2.77862e+14,9.76013e+18,7.78868e+18,-2.45186e+37,1.17443e+26,6.33276e+37,0.048867,0.386671
device8,8.36109e+08,5.47661e+16,1.49579e+22,1.1312e+20,-1.45743e+41,-2.53763e+28,-2.02613e+40,0.0392769,0.150669
device8,1.85871e+09,3.38678e+15,6.24994e+22,2.83975e+20,1.06173e+42,6.61629e+27,5.51346e+41,0.0279438,0.286289
device8,1.68221e+09,1.20285e+16,5.48604e+22,6.5872e+20,3.75579e+42,6.40984e+28,-1.25485e+42,0.0318505,0.253603
device8,1.58963e+09,6.48483e+15,5.36872e+22,3.01722e+20,9.62367e+41,1.92477e+28,-7.40613e+41,0.0330018,0.241435
device8,1.31083e+09,1.00115e+16,4.21115e+22,6.20345e+20,3.1673e+42,-6.07104e+28,-1.46097e+41,0.0395429,0.199704
device8,1.85275e+09,3.37457e+15,6.23847e+22,3.23394e+20,1.24679e+42,6.56e+27,7.45305e+41,0.0223498,0.285693
device8,1.88308e+09,1.70739e+16,7.1174e+22,7.27232e+20,5.22774e+42,9.49744e+28,-2.11843e+41,0.0236846,0.269593
device8,1.89026e+09,3.00842e+16,6.85169e+22,7.77122e+20,2.9235e+42,1.34745e+29,4.85895e+42,0.0243667,0.270115
device8,1.86143e+09,6.51346e+15,6.05118e+22,3.7043e+20,-8.84148e+41,2.61558e+28,1.51462e+42,0.0219738,0.286035
device8,1.31755e+09,1.26129e+16,4.05868e+22,7.08815e+20,-4.01149e+41,7.68161e+27,3.7806e+42,0.0329433,0.199988
device8,1.59414e+09,2.33305e+16,5.10526e+22,3.68936e+20,5.79777e+41,5.55223e+28,1.49251e+42,0.0266212,0.241912
device8,1.68991e+09,3.22954e+16,5.22774e+22,7.93817e+20,2.94705e+42,1.36625e+29,4.17912e+42,0.0264336,0.254238
device8,1.0487e+09,7.65688e+16,2.17475e+22,4.32031e+19,-4.10404e+40,-1.15027e+28,-8.33007e+39,0.033586,0.177735
device8,1.00919e+09,1.01658e+17,1.87125e+22,1.05515e+20,-1.36166e+41,-3.16594e+28,-5.86596e+40,0.0317726,0.18098
device8,8.00642e+08,1.04522e+17,1.22047e+22,3.87062e+19,-2.65997e+40,-1.24681e+28,-4.31692e+38,0.04464,0.132929
device9,2.40881e+09,1.29961e+16,1.1164e+18,3.56172e+19,1.39921e+38,1.28667e+27,1.75684e+38,0.0251169,0.379853
device9,3.4303e+09,1.78052e+16,3.46606e+19,2.54611e+19,6.6248e+38,3.10072e+27,-3.64981e+38,0.0167808,0.468479
device9,3.30972e+09,5.88216e+16,1.26526e+20,7.05904e+19,6.66099e+39,1.65549e+28,3.70204e+38,0.0227585,0.454622
device9,3.21899e+09,7.74728e+16,2.83186e+19,1.15963e+20,5.49032e+39,-1.43274e+27,-3.7438e+39,0.0299023,0.434831
device9,3.18531e+09,8.66036e+16,4.93978e+19,1.23806e+20,1.92873e+39,7.34702e+27,-9.48798e+39,0.0353541,0.428588
device9,2.42979e+09,1.1794e+14,7.2228e+17,3.53101e+19,1.48882e+38,5.81669e+25,-9.81436e+37,0.0150938,0.397194
device9,2.48474e+09,1.93756e+15,2.2147e+16,4.34798e+19,2.72012e+37,2.18496e+26,3.28715e+37,0.0129189,0.402686
device9,3.15846e+09,9.44864e+16,4.03491e+19,1.28914e+20,1.52046e+39,1.23761e+28,-9.17238e+39,0.0386319,0.420591
device9,2.47618e+09,1.7766e+15,1.04986e+18,1.45884e+19,-5.52616e+37,-6.07943e+26,-1.43405e+37,0.0151484,0.401935
device9,2.42288e+09,3.03988e+14,3.73305e+18,9.08543e+18,-5.29041e+37,-1.562e+26,8.78035e+35,0.0197837,0.386615
device9,2.37564e+09,8.56162e+14,1.50114e+18,2.39953e+19,1.07544e+38,-2.78756e+26,9.57801e+37,0.0265092,0.373155
device9,2.32675e+09,1.46385e+15,1.08489e+19,1.27484e+19,-1.44733e+38,-4.715e+26,-3.91129e+37,0.0446835,0.363701
device9,2.34195e+09,1.08102e+16,1.49446e+19,5.71055e+19,1.15887e+39,5.4396e+27,-1.20002e+39,0.0306444,0.382228
device9,2.53472e+09,3.97672e+15,8.97733e+18,1.56679e+19,1.85525e+38,-6.77624e+26,1.04379e+37,0.0148978,0.406532
device9,2.38965e+09,1.32334e+15,1.49053e+19,1.32778e+19,1.86463e+38,3.35524e+26,1.10829e+37,0.0329103,0.374325
dog,9.83618e+07,3.82571e+15,5.52611e+18,1.22745e+17,9.58501e+34,4.3129e+24,3.21311e+34,0.0769401,0.382673
dog,1.39982e+07,6.10992e+13,5.52084e+16,2.29763e+15,-6.78128e+30,-3.83888e+21,2.49732e+31,0.198032,0.363115
dog,5.64402e+06,6.36737e+12,7.33861e+15,3.65673e+14,-5.38913e+29,-8.61188e+20,2.61542e+29,0.289408,0.224122
dog,1.04069e+08,4.09272e+15,1.08697e+19,3.41945e+17,-1.19842e+35,-9.44913e+24,-6.48255e+35,0.0671162,0.391349
dog,1.30409e+09,3.24242e+17,1.83823e+22,8.34827e+20,-4.72439e+41,-8.12291e+28,-3.23604e+42,0.24874,0.23035
dog,3.56555e+09,4.0181e+18,4.11601e+22,7.74646e+20,3.51618e+42,5.94388e+29,-2.60185e+42,0.0283707,0.320687
dog,1.12054e+08,4.7689e+15,6.10744e+18,9.15145e+16,1.55448e+34,-6.74071e+23,6.66278e+34,0.0716163,0.426784
dog,1.21857e+08,5.75525e+15,3.33464e+18,2.42043e+17,-1.37581e+35,-6.49016e+24,1.68394e+35,0.116353,0.347089
dog,1.08929e+09,1.3552e+17,1.23716e+22,3.03612e+20,1.69468e+41,5.59353e+27,-5.63494e+41,0.289546,0.194913
dog,1.1505e+08,4.65625e+15,8.09579e+18,3.39635e+17,-1.30503e+35,-1.25057e+25,-5.47852e+35,0.0827722,0.408644
dog,9.61181e+07,3.49627e+15,4.63872e+18,5.8223e+17,7.94448e+35,3.23754e+25,5.33292e+35,0.0921608,0.361273
dog,1.1248e+09,2.46423e+17,9.80313e+21,3.12892e+20,1.86118e+41,1.64272e+27,5.15416e+41,0.364987,0.195311
dog,1.24491e+09,2.80366e+17,1.34098e+22,6.86138e+20,8.32467e+41,8.731e+27,-1.90753e+42,0.373037,0.214293
dog,1.25186e+08,5.57658e+15,9.77261e+18,4.61883e+17,-9.54168e+35,-3.3365e+25,-2.29169e+35,0.0756576,0.449031
dog,1.22794e+08,4.66974e+15,6.44481e+18,8.15054e+17,-2.84023e+35,-3.2341e+25,-1.84632e+36,0.0765559,0.443485
elephant,3.26913e+08,1.20509e+15,9.63868e+18,4.3728e+18,-2.12368e+37,2.47734e+25,1.88395e+37,0.0459229,0.499228
elephant,6.08083e+08,2.42311e+16,1.7574e+20,1.12365e+19,2.95166e+38,-1.44346e+27,-4.02744e+38,0.041267,0.464264
elephant,1.4335e+08,6.68869e+15,2.92224e+19,4.64179e+18,2.77815e+37,1.8193e+26,-4.63767e+37,0.0602595,0.527429
elephant,1.33066e+08,2.99723e+15,1.42956e+19,3.15195e+18,1.50889e+37,1.68816e+26,1.48315e+37,0.0557867,0.541898
elephant,1.36906e+08,3.18307e+15,2.5754e+19,3.91741e+18,2.40626e+37,2.05545e+26,-3.11326e+37,0.0588573,0.465282
elephant,8.96549e+09,2.91484e+18,6.06531e+22,3.10258e+22,-6.31345e+44,-5.15983e+31,1.18863e+45,0.0218081,0.466721
elephant,2.45554e+08,2.63767e+15,1.40507e+19,4.73729e+18,-2.51767e+37,-2.2772e+26,2.93243e+37,0.049256,0.53916
elephant,7.99122e+09,3.14845e+18,1.8936e+22,3.14773e+22,4.21191e+44,-4.46091e+31,-6.42793e+44,0.0209867,0.41696
elephant,6.67384e+08,8.06423e+15,1.33937e+20,5.71606e+19,-3.28836e+39,-4.6686e+27,-3.76843e+39,0.0390713,0.55574
elephant,1.01859e+10,1.44157e+19,3.83039e+23,2.14821e+23,6.71364e+45,3.84867e+32,6.12555e+46,0.0250535,0.220436
elephant,8.23262e+09,3.16698e+18,1.45611e+23,5.23416e+22,4.57372e+44,1.80559e+31,4.54653e+45,0.0242347,0.541953
elephant,7.79503e+09,4.91605e+18,5.92865e+22,3.25837e+22,-4.07895e+44,-2.73648e+30,-1.3728e+45,0.0230826,0.522846
elephant,3.05501e+09,3.35146e+17,8.5766e+21,5.26481e+21,6.7043e+42,2.93028e+30,3.47368e+43,0.0338464,0.261219
elephant,6.38975e+09,3.43942e+18,4.61645e+22,1.97443e+22,-4.62856e+44,-1.07994e+31,-3.75625e+44,0.0266603,0.627743
elephant,7.92694e+09,3.25116e+18,6.49935e+20,4.7557e+22,1.49536e+44,-5.41834e+31,2.18048e+44,0.0244837,0.557166
face,2.85078e+08,2.11338e+16,1.51015e+19,9.90965e+17,3.33627e+36,1.33359e+26,-1.88816e+36,0.0248282,0.432969
face,2.98045e+08,2.1755e+16,2.99894e+19,1.75548e+18,1.21096e+37,2.53262e+26,-3.94918e+36,0.0246418,0.59488
face,3.09023e+08,2.47723e+16,2.73477e+19,1.83024e+18,1.28368e+37,2.82642e+26,1.6977e+36,0.0245283,0.603717
face,3.18952e+08,2.5403e+16,4.28828e+19,3.82109e+18,4.72652e+37,5.98029e+26,-1.25885e+37,0.0245106,0.613898
face,3.02279e+08,2.14407e+16,4.29498e+19,4.65122e+18,5.0399e+37,5.67172e+26,-4.22103e+37,0.0248975,0.600761
face,2.75002e+08,1.9595e+16,1.22437e+19,5.67823e+17,6.99501e+35,4.73436e+25,-1.32373e+36,0.0256812,0.425506
face,2.90413e+08,2.30948e+16,1.18129e+19,7.68721e+17,1.73279e+36,1.01735e+26,-1.5374e+36,0.0254101,0.43529
face,2.94376e+08,2.31904e+16,1.95765e+19,1.60527e+18,6.85086e+36,1.96049e+26,-5.83489e+36,0.0253389,0.438266
face,2.96173e+08,2.26665e+16,2.10316e+19,1.94579e+18,5.13193e+36,1.53019e+26,-1.13402e+37,0.0251027,0.440621
face,2.97373e+08,2.2312e+16,1.9408e+19,1.59517e+18,7.45131e+36,2.01674e+26,-4.82237e+36,0.0252567,0.442331
face,2.7533e+08,1.67586e+16,1.34578e+19,1.13365e+18,2.73333e+36,9.58118e+25,-3.48368e+36,0.0256437,0.430459
face,2.79945e+08,1.63011e+16,1.54466e+19,6.66383e+17,6.79766e+35,4.27752e+25,-2.02703e+36,0.0253236,0.435901
face,2.81355e+08,1.61137e+16,1.53066e+19,6.44654e+17,1.35129e+36,5.81772e+25,-1.50822e+36,0.0250596,0.437833
face,2.80232e+08,1.84267e+16,1.10639e+19,7.23272e+17,8.12113e+35,5.46875e+25,-1.87793e+36,0.0252681,0.432902
face,2.84507e+08,2.12951e+16,1.49478e+19,1.02314e+18,3.15361e+36,1.3244e+26,-2.46262e+36,0.025239,0.432081
fish,1.76023e+07,2.55918e+14,7.69881e+14,8.39344e+13,2.00119e+28,1.90467e+20,7.40045e+27,0.0856665,0.544761
fish,5.28906e+07,1.95827e+15,4.74496e+17,2.02527e+17,6.25818e+34,8.95752e+24,5.01762e+33,0.0563283,0.584486
fish,3.87916e+07,1.08439e+15,5.01639e+17,2.77139e+17,1.03175e+35,9.12363e+24,5.71986e+33,0.064525,0.584337
fish,4.49076e+07,1.43785e+15,3.17713e+16,4.42843e+15,-4.76293e+31,-1.60469e+23,-2.21506e+31,0.0604628,0.666317
fish,4.20596e+07,1.36839e+15,8.71003e+16,4.7869e+16,3.06818e+33,1.75135e+24,3.74462e+32,0.0638512,0.58802
fish,1.01923e+09,7.07634e+17,1.0661e+20,1.17709e+19,-6.95251e+37,-3.63535e+27,4.1114e+38,0.0320645,0.2144
fish,3.67746e+07,1.06303e+15,4.6887e+16,2.04099e+16,5.99262e+32,4.96941e+23,1.98792e+32,0.0666138,0.661682
fish,3.56656e+07,9.64244e+14,8.3472e+15,1.18199e+15,-3.3573e+30,-3.60578e+22,-1.58512e+30,0.070334,0.574881
fish,8.43562e+07,5.1858e+15,1.01093e+18,1.03094e+17,-3.3257e+34,-7.3954e+24,1.28881e+33,0.0614915,0.594481
fish,4.3407e+07,1.44124e+15,2.99677e+17,1.89094e+17,4.4672e+34,6.88133e+24,5.53568e+33,0.0660446,0.589542
fish,7.55389e+07,4.22223e+15,1.89638e+18,1.12481e+18,1.63146e+36,7.24936e+25,1.92675e+35,0.0631948,0.505638
fish,3.42296e+07,1.15092e+15,8.11618e+16,5.73254e+16,3.8981e+33,1.81901e+24,3.07133e+32,0.166632,0.371834
fish,1.58853e+08,1.95489e+16,6.80098e+18,1.71144e+18,4.51053e+36,9.33247e+25,3.70776e+36,0.0550701,0.547791
fish,8.4835e+07,4.56669e+15,2.77097e+18,1.28869e+18,2.43435e+36,8.4291e+25,-6.55579e+34,0.0636423,0.471058
fish,1.44788e+08,1.58803e+16,2.65428e+17,6.85595e+16,9.24625e+33,6.01391e+24,-2.07315e+32,0.0504275,0.588451
flatfish,6.0008e+08,1.18342e+17,2.17594e+20,8.95944e+19,1.25048e+40,3.01343e+28,-3.46745e+38,0.0240004,0.600849
flatfish,4.59409e+08,9.34994e+16,4.52313e+20,2.51356e+20,8.47143e+40,7.66758e+28,2.54869e+39,0.0278738,0.569415
flatfish,5.17879e+08,1.19984e+17,1.14288e+20,3.68672e+19,2.3897e+39,1.15393e+28,-1.27511e+38,0.0262763,0.612
flatfish,4.94993e+08,1.11213e+17,2.77622e+20,1.31813e+20,2.51988e+40,4.39468e+28,9.11875e+38,0.0261508,0.586142
flatfish,5.866e+08,1.37956e+17,4.94051e+20,1.73174e+20,5.06535e+40,5.98308e+28,-1.45006e+38,0.0240689,0.530865
flatfish,1.98504e+09,1.18444e+18,2.80632e+21,1.54281e+21,3.20686e+42,1.61759e+30,-1.47553e+41,0.0191105,0.327902
flatfish,6.43153e+08,1.45227e+17,4.40033e+20,2.09571e+20,6.36244e+40,7.84095e+28,-1.4659e+39,0.0247446,0.610254
flatfish,4.43929e+08,8.78962e+16,1.65585e+20,9.53522e+19,1.19771e+40,2.77037e+28,3.18359e+38,0.0264047,0.551504
flatfish,6.91981e+08,1.33244e+17,3.312e+20,1.36842e+20,2.90187e+40,4.98597e+28,2.57084e+39,0.0224427,0.610197
flatfish,4.70107e+08,9.53458e+16,1.73194e+20,8.67453e+19,1.06031e+40,2.6783e+28,7.90265e+38,0.0258859,0.581292
flatfish,5.146e+08,1.1882e+17,1.5176e+20,6.61917e+19,6.63141e+39,2.15702e+28,1.89797e+38,0.0269673,0.606729
flatfish,5.03584e+08,1.12158e+17,3.06307e+20,1.46625e+20,3.10711e+40,4.91049e+28,-3.95461e+38,0.0261924,0.611944
flatfish,5.81347e+08,1.20783e+17,2.59876e+20,1.26966e+20,2.30479e+40,4.31292e+28,-8.31293e+38,0.0263555,0.575915
flatfish,5.80574e+08,9.16936e+16,2.01727e+20,8.93405e+19,1.19908e+40,2.70514e+28,-2.64115e+38,0.025021,0.558983
flatfish,7.00463e+08,9.93314e+16,6.01564e+20,1.87463e+20,6.28316e+40,5.89966e+28,3.90654e+39,0.0231026,0.563302
fly,3.62074e+08,1.02483e+16,3.92192e+20,2.65095e+16,-6.5056e+34,1.25594e+24,-5.54445e+34,0.0652622,0.376802
fly,1.18657e+08,1.75471e+14,2.37424e+19,2.97754e+17,7.7731e+35,-1.33745e+24,-1.50137e+35,0.126542,0.269363
fly,1.00838e+08,3.40608e+13,1.63194e+19,3.6308e+17,8.36038e+35,5.53828e+23,-2.86626e+35,0.125102,0.252624
fly,9.00178e+07,8.403e+14,2.60582e+17,9.96918e+16,-8.15099e+33,-2.30291e+24,1.38471e+34,0.196093,0.358003
fly,5.9559e+07,1.00567e+15,2.8848e+18,1.72489e+17,-6.60231e+34,-3.73067e+24,1.02204e+35,0.191143,0.382411
fly,1.38285e+08,1.49478e+14,1.6847e+19,1.25631e+16,4.58562e+33,1.35245e+23,-3.51817e+33,0.136561,0.285947
fly,1.38266e+08,1.49115e+14,1.68143e+19,3.41655e+16,1.36822e+34,3.69093e+23,-2.19855e+34,0.136495,0.285895
fly,8.99741e+07,2.07031e+15,1.08407e+19,4.04208e+17,6.93995e+35,1.70156e+25,4.8405e+35,0.143309,0.359786
fly,8.99718e+07,2.07038e+15,1.16752e+19,4.39822e+17,9.96549e+35,1.39966e+25,-1.48985e+34,0.144171,0.360221
fly,2.10315e+08,2.49629e+15,1.01456e+20,6.72368e+16,5.98023e+34,-5.31609e+23,1.65114e+35,0.0980822,0.415882
fly,2.10327e+08,2.50013e+15,1.00269e+20,3.06633e+17,2.19337e+35,1.53081e+25,1.68604e+36,0.0979558,0.415855
fly,1.21787e+08,1.50517e+14,5.90914e+19,3.28996e+17,-5.5974e+35,9.65562e+23,-1.33826e+36,0.135713,0.285558
fly,1.21781e+08,1.49782e+14,5.96567e+19,1.14315e+17,-2.05651e+35,6.49619e+23,2.16394e+35,0.135951,0.285686
fly,7.49608e+07,6.68312e+13,1.13346e+19,5.13135e+16,-3.11999e+34,3.05345e+23,2.36221e+34,0.144242,0.293902
fly,7.49772e+07,6.69965e+13,1.11923e+19,1.28227e+17,-3.61195e+34,3.73264e+23,-1.49307e+35,0.144138,0.293866
fork,1.71827e+08,1.73111e+16,2.31308e+20,8.05123e+19,1.08518e+40,1.0472e+28,1.71968e+39,0.146027,0.0476998
fork,7.38462e+08,3.52582e+17,4.35344e+21,1.70328e+21,4.63475e+42,1.00965e+30,-1.77613e+41,0.0498532,0.129103
fork,4.62284e+08,1.94721e+17,1.04813e+21,7.68175e+20,6.89228e+41,3.38901e+29,-8.59324e+39,0.100448,0.0671326
fork,4.62424e+08,1.80145e+17,1.90665e+21,1.22132e+21,1.86356e+42,5.18181e+29,-2.41055e+40,0.0918186,0.0715203
fork,3.97e+08,1.0738e+17,5.27579e+20,5.10754e+19,8.26372e+39,1.66515e+28,1.41621e+39,0.0869602,0.0767183
fork,1.03504e+09,8.21645e+17,5.70736e+21,1.77487e+21,5.6478e+42,1.60859e+30,1.12844e+41,0.0682181,0.20847
fork,1.38376e+08,1.45337e+16,1.0323e+20,5.35753e+19,3.98428e+39,6.45286e+27,-4.48902e+36,0.134869,0.0414237
fork,2.43398e+08,4.19433e+16,4.93842e+20,2.51643e+20,8.85393e+40,5.08769e+28,-5.49575e+39,0.0956413,0.0628886
fork,1.62415e+08,1.77994e+16,8.21238e+19,1.83927e+19,7.1118e+38,2.42701e+27,-7.21388e+37,0.132873,0.0463243
fork,4.82956e+08,1.87731e+17,1.09082e+21,5.7258e+20,4.52051e+41,2.47626e+29,2.04501e+40,0.0774771,0.0875422
fork,1.14764e+08,5.90343e+15,1.57596e+20,5.4373e+19,5.01893e+39,4.14993e+27,-3.79046e+38,0.167553,0.036229
fork,3.20958e+08,6.62849e+16,4.85132e+20,1.1945e+20,2.86801e+40,3.07199e+28,-2.07057e+39,0.0762747,0.0794561
fork,1.65207e+08,1.88121e+16,3.07097e+18,1.99613e+18,-2.89032e+36,2.56384e+26,4.00893e+36,0.0770592,0.0646136
fork,1.11365e+08,7.70648e+15,5.81961e+19,2.41292e+19,9.03784e+38,2.11798e+27,-2.71973e+37,0.10776,0.0461446
fork,1.96237e+08,2.34526e+16,2.80204e+20,6.62262e+19,9.00862e+39,1.01413e+28,4.83154e+38,0.151155,0.0503396
fountain,4.65709e+07,2.99862e+14,1.70292e+18,4.22631e+16,9.19022e+33,-6.28916e+23,6.64015e+33,0.0557864,0.168984
